Variant Annotation ID	Variant/Haplotypes	Drug(s)	Phenotype Category	Significance	Sentence	Allele Of Frequency In Cases	Allele Of Frequency In Controls	P Value	Ratio Stat Type	Ratio Stat	Confidence Interval Start	Confidence Interval Stop
1184654383	CYP2C9*1, CYP2C9*2	warfarin	Dosage,Efficacy	yes	CYP2C9 *2/*2 is associated with decreased dose of warfarin in children with Heart Diseases as compared to CYP2C9 *1/*1.				OR			
1183701514	CYP2C9*1, CYP2C9*3	warfarin	Dosage	yes	CYP2C9 *1/*3 is associated with decreased dose of warfarin in people with venous thromboembolism as compared to CYP2C9 *1/*1.	*3		< 0.0001	OR			
827919897	CYP2C9*1, CYP2C9*3	simvastatin,warfarin	Dosage,Metabolism/PK	yes	CYP2C9 *3 is associated with decreased dose of warfarin when treated with simvastatin and warfarin.			= 9.0E-4	Unknown			
827919905	CYP2C9*1, CYP2C9*2	simvastatin,warfarin	Dosage,Metabolism/PK	no	CYP2C9 *2 is not associated with decreased dose of warfarin when treated with simvastatin and warfarin.			= 0.62	Unknown			
827919924	CYP2C9*1, CYP2C9*3	warfarin	Dosage,Metabolism/PK	yes	CYP2C9 *3 is associated with decreased dose of warfarin.			< 1.0E-4	Unknown			
1448267984	CYP2C9*1, CYP2C9*3	warfarin	Dosage	yes	CYP2C9 *1/*3 is associated with decreased dose of warfarin in people with Atrial Fibrillation.	*3		< 0.001	OR			
1184510026	CYP2C9*1, CYP2C9*3	warfarin	Dosage	yes	CYP2C9 *3 is associated with decreased dose of warfarin as compared to CYP2C9 *1.			< 0.001	OR			
827919910	CYP2C9*1, CYP2C9*2	warfarin	Dosage,Metabolism/PK	yes	CYP2C9 *2 is associated with decreased dose of warfarin.			< 1.0E-4	Unknown			
1451226420	SLCO1B1*1, SLCO1B1*15	atorvastatin	Metabolism/PK	not stated	SLCO1B1 *15/*15 is associated with increased concentrations of atorvastatin in healthy individuals as compared to SLCO1B1 *1/*1 + *1/*15.							
1449750276	TPMT*1, TPMT*3C	mercaptopurine	Dosage,Toxicity	no	TPMT *1/*3C is associated with decreased dose of mercaptopurine in children with Precursor Cell Lymphoblastic Leukemia-Lymphoma as compared to TPMT *1/*1.	*3C		= 0.038	OR			
1448576445	TPMT*1, TPMT*2, TPMT*3A	mercaptopurine	Dosage	yes	TPMT *1/*2 + *1/*3A are associated with decreased dose of mercaptopurine in children with Precursor Cell Lymphoblastic Leukemia-Lymphoma as compared to TPMT *1/*1.	*3A		< 0.05	OR			
1333193294	TPMT*1, TPMT*2, TPMT*3A, TPMT*3C, TPMT*9, TPMT*21, TPMT*33, TPMT*34	mercaptopurine,thioguanine	Dosage	yes	TPMT *1/*2 + *1/*3A + *1/*3C + *1/*9 + *1/*21 + *1/*33 + *1/*34 is associated with decreased dose of mercaptopurine or thioguanine in children with Precursor Cell Lymphoblastic Leukemia-Lymphoma as compared to TPMT *1/*1.	*1		< 0.0001	OR			
1333193294	TPMT*1, TPMT*2, TPMT*3A, TPMT*3C, TPMT*9, TPMT*21, TPMT*33, TPMT*34	mercaptopurine,thioguanine	Dosage	yes	TPMT *1/*2 + *1/*3A + *1/*3C + *1/*9 + *1/*21 + *1/*33 + *1/*34 is associated with decreased dose of mercaptopurine or thioguanine in children with Precursor Cell Lymphoblastic Leukemia-Lymphoma as compared to TPMT *1/*1.	*1		= 0.0002	OR			
1333193294	TPMT*1, TPMT*2, TPMT*3A, TPMT*3C, TPMT*9, TPMT*21, TPMT*33, TPMT*34	mercaptopurine,thioguanine	Dosage	yes	TPMT *1/*2 + *1/*3A + *1/*3C + *1/*9 + *1/*21 + *1/*33 + *1/*34 is associated with decreased dose of mercaptopurine or thioguanine in children with Precursor Cell Lymphoblastic Leukemia-Lymphoma as compared to TPMT *1/*1.	*1		= 0.007	OR			
1184747085	UGT1A1*1, UGT1A1*6, UGT1A1*28, UGT1A1*60	SN-38	Metabolism/PK	yes	UGT1A1 *6/*60 + *6/*28 is associated with decreased metabolism of SN-38 in people with Neoplasms as compared to UGT1A1 *1/*1.				OR			
1183619415	CYP2C19*1, CYP2C19*2, CYP2C19*3	lansoprazole	Efficacy	yes	CYP2C19 *1/*1 is associated with decreased response to lansoprazole in people with Gastroesophageal Reflux as compared to CYP2C19 *2/*2 + *2/*3 + *3/*3.	*1		= 0.05	Unknown			
1449748829	CYP3A5*1, CYP3A5*3	tacrolimus	Metabolism/PK	yes	CYP3A5 *1/*1 + *1/*3 are associated with increased metabolism of tacrolimus in people with heart transplantation as compared to CYP3A5 *3/*3.			= 0.0002	OR			
1449748829	CYP3A5*1, CYP3A5*3	tacrolimus	Metabolism/PK	yes	CYP3A5 *1/*1 + *1/*3 are associated with increased metabolism of tacrolimus in people with heart transplantation as compared to CYP3A5 *3/*3.	*1		= 0.0003	OR			
1183701311	CYP2C9*1, CYP2C9*2	warfarin	Dosage	not stated	CYP2C9 *1/*2 is associated with decreased dose of warfarin as compared to CYP2C9 *1/*1.				OR			
1449732457	CYP2C19*1, CYP2C19*2, CYP2C19*3, CYP2C19*17	voriconazole	Metabolism/PK	yes	CYP2C19 *2/*2 + *2/*3 + *1/*2 + *1/*3 + *2/*17 are associated with decreased metabolism of voriconazole in people with Mycoses as compared to CYP2C19 *1/*1.			= 0.009	OR			
1449732457	CYP2C19*1, CYP2C19*2, CYP2C19*3, CYP2C19*17	voriconazole	Metabolism/PK	yes	CYP2C19 *2/*2 + *2/*3 + *1/*2 + *1/*3 + *2/*17 are associated with decreased metabolism of voriconazole in people with Mycoses as compared to CYP2C19 *1/*1.			= 0.028	OR			
1183701419	CYP2C9*1, CYP2C9*2, CYP2C9*3, CYP2C9*5, CYP2C9*6, CYP2C9*10, CYP2C9*11	warfarin	Dosage	yes	CYP2C9 *11 + *2 + *3 + *5 + *6 is associated with decreased dose of warfarin as compared to CYP2C9 *1.			< 0.0001	OR			
1183701419	CYP2C9*1, CYP2C9*2, CYP2C9*3, CYP2C9*5, CYP2C9*6, CYP2C9*10, CYP2C9*11	warfarin	Dosage	yes	CYP2C9 *11 + *2 + *3 + *5 + *6 is associated with decreased dose of warfarin as compared to CYP2C9 *1.	*2	*3	< 0.0001	OR			
1183701419	CYP2C9*1, CYP2C9*2, CYP2C9*3, CYP2C9*5, CYP2C9*6, CYP2C9*10, CYP2C9*11	warfarin	Dosage	yes	CYP2C9 *11 + *2 + *3 + *5 + *6 is associated with decreased dose of warfarin as compared to CYP2C9 *1.	*2	*3	= 0.16	OR			
1449748855	CYP3A5*1, CYP3A5*3	tacrolimus	Metabolism/PK	yes	CYP3A5 *1/*1 + *1/*3 are associated with increased dose of tacrolimus in people with heart transplantation as compared to CYP3A5 *3/*3.	*1		< 0.05	OR			
1184471382	CYP3A5*1, CYP3A5*3	tacrolimus	Dosage	yes	CYP3A5 *1/*1 + *1/*3 is associated with increased dose of tacrolimus in children liver transplantation as compared to CYP3A5 *3/*3.	*1		< 0.01	OR			
1184471393	CYP3A5*1, CYP3A5*3	tacrolimus	Dosage	yes	CYP3A5 *1/*1 + *1/*3 is associated with increased dose of tacrolimus in children liver transplantation as compared to CYP3A5 *3/*3.	*1		< 0.01	OR			
1184471403	CYP3A5*1, CYP3A5*3	tacrolimus	Dosage	yes	CYP3A5 *1/*1 + *1/*3 is associated with increased dose of tacrolimus in children liver transplantation as compared to CYP3A5 *3/*3.	*1		< 0.05	OR			
1448601760	CYP2A6*1A, CYP2A6*1B1	nicotine	Metabolism/PK	yes	CYP2A6 *1B1/*1B1 is associated with increased metabolism of nicotine in healthy individuals as compared to CYP2A6 *1A/*1A.	*1B1		= 0.002	OR			
1448601760	CYP2A6*1A, CYP2A6*1B1	nicotine	Metabolism/PK	yes	CYP2A6 *1B1/*1B1 is associated with increased metabolism of nicotine in healthy individuals as compared to CYP2A6 *1A/*1A.	*1B1		= 0.02	OR			
1449748938	CYP3A5*1, CYP3A5*3	tacrolimus	Metabolism/PK	yes	CYP3A5 *1/*1 + *1/*3 is associated with increased dose of tacrolimus in people with Kidney Transplantation as compared to CYP3A5 *3/*3.			< 0.05	OR			
1183848923	CYP2C19*1, CYP2C19*2, CYP2C19*17	voriconazole	Metabolism/PK	yes	CYP2C19 *2/*2 (assigned as poor metabolizer phenotype) is associated with decreased metabolism of voriconazole in healthy individuals as compared to CYP2C19 *1/*1 (assigned as normal metabolizer phenotype) .	*2		< 0.05	OR			
1183848923	CYP2C19*1, CYP2C19*2, CYP2C19*17	voriconazole	Metabolism/PK	yes	CYP2C19 *2/*2 (assigned as poor metabolizer phenotype) is associated with decreased metabolism of voriconazole in healthy individuals as compared to CYP2C19 *1/*1 (assigned as normal metabolizer phenotype) .	*2		< 0.05	OR			
1449748921	CYP3A5*1, CYP3A5*3	tacrolimus	Metabolism/PK	yes	CYP3A5 *1/*1 + *1/*3 is associated with decreased trough concentration of tacrolimus in people with Kidney Transplantation as compared to CYP3A5 *3/*3.			< 0.05	OR			
1183848916	CYP2C19*1, CYP2C19*17	voriconazole	Metabolism/PK	yes	CYP2C19 *1/*17 (assigned as ultrarapid metabolizer phenotype) is associated with increased metabolism of voriconazole in healthy individuals as compared to CYP2C19 *1/*1 (assigned as normal metabolizer phenotype) .	*17		< 0.05	OR			
1183848916	CYP2C19*1, CYP2C19*17	voriconazole	Metabolism/PK	yes	CYP2C19 *1/*17 (assigned as ultrarapid metabolizer phenotype) is associated with increased metabolism of voriconazole in healthy individuals as compared to CYP2C19 *1/*1 (assigned as normal metabolizer phenotype) .	*17		= 0.58	OR			
1183701537	CYP2C19*1, CYP2C19*2	citalopram	Metabolism/PK	no	CYP2C19 *1/*2 is not associated with clearance of citalopram in healthy individuals as compared to CYP2C19 *1/*1.			= 0.071	OR			
1449716224	CYP3A5*1, CYP3A5*3	fentanyl	Metabolism/PK	yes	CYP3A5 *3/*3 is associated with increased concentrations of fentanyl in people with Neoplasms and Pain as compared to CYP3A5 *1/*1 + *1/*3.	*3		= 0.021	OR			
1449716224	CYP3A5*1, CYP3A5*3	fentanyl	Metabolism/PK	yes	CYP3A5 *3/*3 is associated with increased concentrations of fentanyl in people with Neoplasms and Pain as compared to CYP3A5 *1/*1 + *1/*3.	*3		= 0.048	OR			
1183701546	CYP2D6*1, CYP2D6*10	citalopram	Metabolism/PK	yes	CYP2D6 *1/*10 + *10/*10 is associated with decreased clearance of citalopram in healthy individuals as compared to CYP2D6 *1/*1.			= 0.036	OR			
1451092520	CYP2C9*1, CYP2C9*3	piroxicam	Metabolism/PK	yes	CYP2C9 *1/*3 + *3/*3 are associated with decreased metabolism of piroxicam in healthy individuals as compared to CYP2C9 *1/*1.							
1183701501	CYP2C9*1, CYP2C9*2	warfarin	Dosage	yes	CYP2C9 *2 is associated with decreased dose of warfarin in people with venous thromboembolism as compared to CYP2C9 *1.	*2		< 0.0003	OR			
1450814028	CYP2C9*1, CYP2C9*2, CYP2C9*24	warfarin	Dosage	not stated	CYP2C9 *2/*24 is associated with decreased clearance of warfarin in women with Cardiomyopathies as compared to CYP2C9 *1/*2.							
1184471670	CYP1A2*1A, CYP1A2*1C, CYP1A2*1D, CYP1A2*1E, CYP1A2*1L	prasugrel	Efficacy	no	CYP1A2 *1A/*1C + *1C/*1D + *1C/*1E + *1C/*1C (assigned as poor metabolizers and intermediate metabolizers phenotype) is not associated with response to prasugrel in healthy individuals as compared to CYP1A2 *1A/*1A + *1A/*1D + *1A/*1E + *1D/*1D + *1D/*1E + *1D/*1L + *1E/*1L + *1L/*1L (assigned as normal metabolizers phenotype) .			= 0.11	HR	1.42	0.72	2.81
1184471670	CYP1A2*1A, CYP1A2*1C, CYP1A2*1D, CYP1A2*1E, CYP1A2*1L	prasugrel	Efficacy	no	CYP1A2 *1A/*1C + *1C/*1D + *1C/*1E + *1C/*1C (assigned as poor metabolizers and intermediate metabolizers phenotype) is not associated with response to prasugrel in healthy individuals as compared to CYP1A2 *1A/*1A + *1A/*1D + *1A/*1E + *1D/*1D + *1D/*1E + *1D/*1L + *1E/*1L + *1L/*1L (assigned as normal metabolizers phenotype) .				OR			
1183849063	SLC6A4 HTTLPR long form (L allele), SLC6A4 HTTLPR short form (S allele)	fluvoxamine,paroxetine	Efficacy	yes	SLC6A4 HTTLPR long form (L allele) is associated with increased response to fluvoxamine or paroxetine in people with Depressive Disorder, Major as compared to SLC6A4 HTTLPR short form (S allele)/HTTLPR short form (S allele).			= 0.026	OR			
1183849063	SLC6A4 HTTLPR long form (L allele), SLC6A4 HTTLPR short form (S allele)	fluvoxamine,paroxetine	Efficacy	yes	SLC6A4 HTTLPR long form (L allele) is associated with increased response to fluvoxamine or paroxetine in people with Depressive Disorder, Major as compared to SLC6A4 HTTLPR short form (S allele)/HTTLPR short form (S allele).			= 0.058	OR			
1451092564	CYP2C9*1, CYP2C9*2, CYP2C9*3	meloxicam	Metabolism/PK	yes	CYP2C9 *1/*3 + *2/*2 are associated with decreased metabolism of meloxicam in healthy individuals as compared to CYP2C9 *1/*1.			< 0.0001				
1183701565	CYP2C9*1, CYP2C9*3	warfarin	Dosage	no	CYP2C9 *3 is associated with decreased dose of warfarin as compared to CYP2C9 *1.	*3			OR			
1448257532	CYP2C19*2, CYP2C19*3, CYP2C19*17	bupropion	Metabolism/PK	yes	CYP2C19 *2 + *3 (assigned as poor metabolizer and intermediate metabolizer genotypes phenotype) are associated with decreased metabolism of bupropion in women with Pregnancy as compared to CYP2C19 *17 (assigned as normal metabolizer genotype phenotype) .			< 0.05	OR			
1183701573	CYP2C9*1, CYP2C9*3	warfarin	Dosage	no	CYP2C9 *1/*3 is associated with decreased dose of warfarin.				OR			
1183849008	CYP2C19*1, CYP2C19*2, CYP2C19*17	voriconazole	Metabolism/PK	yes	CYP2C19 *1/*17 (assigned as ultrarapid metabolizer phenotype) is associated with increased metabolism of voriconazole in healthy individuals as compared to CYP2C19 *2/*2 (assigned as poor metabolizer phenotype) .	*17		= 0.002	OR			
1183849008	CYP2C19*1, CYP2C19*2, CYP2C19*17	voriconazole	Metabolism/PK	yes	CYP2C19 *1/*17 (assigned as ultrarapid metabolizer phenotype) is associated with increased metabolism of voriconazole in healthy individuals as compared to CYP2C19 *2/*2 (assigned as poor metabolizer phenotype) .	*17	*2	< 0.05	OR			
1447520262	CYP2C9*1, CYP2C9*2, CYP2C9*3	warfarin	Dosage	yes	CYP2C9 *1/*2 + *1/*3 + *2/*2 + *3/*3 + *2/*3 are associated with decreased dose of warfarin as compared to CYP2C9 *1/*1.			= 0.0015	Unknown			
1448257516	CYP2B6*1, CYP2B6*6	bupropion	Metabolism/PK	no	CYP2B6 *6 is associated with increased steady-state concentration of bupropion in women with Pregnancy as compared to CYP2B6 *1.			= 0.077	OR			
1450814021	CYP2C9*1, CYP2C9*2, CYP2C9*24	warfarin	Dosage	not stated	CYP2C9 *2/*24 is associated with decreased dose of warfarin in women with Cardiomyopathies as compared to CYP2C9 *1/*2.							
1448257502	CYP2B6*1, CYP2B6*6	bupropion	Metabolism/PK	no	CYP2B6 *6 is associated with decreased metabolism of bupropion in women with Pregnancy as compared to CYP2B6 *1.			= 0.086	OR			
1183849125	SLC6A4 HTTLPR long form (L allele), SLC6A4 HTTLPR short form (S allele)	paroxetine	Efficacy	yes	SLC6A4 HTTLPR short form (S allele)/HTTLPR short form (S allele) is associated with increased response to paroxetine in people with Panic Disorder as compared to SLC6A4 HTTLPR long form (L allele)/HTTLPR short form (S allele).			= 0.018	OR			
1183849112	SLC6A4 HTTLPR long form (L allele), SLC6A4 HTTLPR short form (S allele)	paroxetine	Efficacy	no	SLC6A4 HTTLPR short form (S allele)/HTTLPR short form (S allele) is associated with increased response to paroxetine in people with Panic Disorder as compared to SLC6A4 HTTLPR long form (L allele)/HTTLPR short form (S allele).			> 0.05	OR			
1451092600	CYP2C9*1, CYP2C9*3	meloxicam	Metabolism/PK	yes	CYP2C9 *1/*3 is associated with decreased metabolism of meloxicam in healthy individuals as compared to CYP2C9 *1/*1.			< 0.05				
1451141840	CYP2D6*5, CYP2D6*17	hydromorphone	Metabolism/PK	not stated	CYP2D6 *5/*17 is associated with decreased concentrations of hydromorphone in women.							
1449716420	CYP3A4*1, CYP3A4*18	fentanyl	Dosage	no	CYP3A4 *18 is not associated with dose of fentanyl in women with Pain, Postoperative as compared to CYP3A4 *1.	*18		> 0.05	OR			
1451141860	CYP2D6*5, CYP2D6*17	hydrocodone,tramadol	Efficacy	not stated	CYP2D6 *5/*17 is associated with decreased response to hydrocodone or tramadol in women.							
1451092660	CYP2C9*1, CYP2C9*2, CYP2C9*3	meloxicam	Metabolism/PK	yes	CYP2C9 *3 + *2 are associated with decreased metabolism of meloxicam in healthy individuals as compared to CYP2C9 *1/*1.			< 0.001				
1451092671	CYP2C9*1, CYP2C9*13	meloxicam	PD,Metabolism/PK	yes	CYP2C9 *1/*13 is associated with decreased metabolism of meloxicam in healthy individuals as compared to CYP2C9 *1/*1.			< 0.001				
1449716437	CYP3A5*1, CYP3A5*3	fentanyl	Metabolism/PK	yes	CYP3A5 *3/*3 is associated with increased concentrations of fentanyl in people with Pain, Postoperative as compared to CYP3A5 *1/*1 + *1/*3.	*3		= 0.006	OR			
1448257366	CYP2C9*1, CYP2C9*2, CYP2C9*3	warfarin	Dosage	yes	CYP2C9 *2 + *3 are associated with decreased dose of warfarin as compared to CYP2C9 *1/*1.			= 0.001	OR			
1449749340	CYP3A5*1, CYP3A5*3	tacrolimus	Metabolism/PK	yes	CYP3A5 *3/*3 is associated with increased dose-adjusted trough concentrations of tacrolimus in people with Kidney Transplantation as compared to CYP3A5 *1/*3.	*1		< 0.001	OR			
1448617711	CYP2D6*1, CYP2D6*5, CYP2D6*10	dextromethorphan	Metabolism/PK	yes	CYP2D6 *5/*10 is associated with decreased metabolism of dextromethorphan in healthy individuals as compared to CYP2D6 *1/*1 + *1/*10 + *10/*10.			< 0.001	OR			
1448617702	CYP2D6*1, CYP2D6*10	dextromethorphan	Metabolism/PK	yes	CYP2D6 *1/*10 is associated with decreased metabolism of dextromethorphan in healthy individuals as compared to CYP2D6 *1/*1.			< 0.001	OR			
1448617690	CYP2D6*1, CYP2D6*10	dextromethorphan	Metabolism/PK	yes	CYP2D6 *10/*10 is associated with decreased metabolism of dextromethorphan in healthy individuals as compared to CYP2D6 *1/*10.			< 0.001	OR			
1448617678	CYP2D6*1, CYP2D6*10	dextromethorphan	Metabolism/PK	yes	CYP2D6 *10/*10 is associated with decreased metabolism of dextromethorphan in healthy individuals as compared to CYP2D6 *1/*1.			< 0.001	OR			
1448257212	CYP2C9*1, CYP2C9*2	warfarin	Dosage	yes	CYP2C9 *2 is associated with decreased dose of warfarin as compared to CYP2C9 *1/*1.			= 4.98e-11	OR			
1448995403	CYP2B6*1, CYP2B6*6	efavirenz	Metabolism/PK	not stated	CYP2B6 *6 is associated with increased concentrations of efavirenz in people with HIV as compared to CYP2B6 *1/*1.				OR			
1448257202	CYP2C9*1, CYP2C9*3	warfarin	Dosage	yes	CYP2C9 *3 is associated with decreased dose of warfarin as compared to CYP2C9 *1/*1.			= 1.77e-22	OR			
1446897307	CYP2D6*1, CYP2D6*2xN	debrisoquine	Metabolism/PK	not stated	CYP2D6 *1/*2xN is associated with increased metabolism of debrisoquine in healthy individuals.				OR			
1184521242	TPMT*1, TPMT*3A, TPMT*3C	azathioprine,mercaptopurine,purine analogues	Dosage,Efficacy,Toxicity	yes	TPMT *1/*3A + *1/*3C is associated with decreased dose of azathioprine, mercaptopurine or purine analogues in people with Inflammatory Bowel Diseases as compared to TPMT *1/*1.			= 0.0006	OR			
1183849398	CYP2C19*1, CYP2C19*2	voriconazole	Metabolism/PK	yes	CYP2C19 *2/*2 (assigned as poor metabolizer phenotype) is associated with decreased metabolism of voriconazole in healthy individuals as compared to CYP2C19 *1/*1 (assigned as normal metabolizer phenotype) .	*2		< 0.05	OR			
1183702049	CYP2C9*1, CYP2C9*3	meloxicam	Metabolism/PK	yes	CYP2C9 *3/*3 is associated with decreased clearance of meloxicam in healthy individuals as compared to CYP2C9 *1/*1 + *1/*3.			< 0.05	OR			
1449749486	CYP3A5*1, CYP3A5*3	tacrolimus	Efficacy	no	CYP3A5 *3/*3 is not associated with response to tacrolimus in people with Kidney Transplantation as compared to CYP3A5 *1/*1 + *1/*3.				OR			
1448995845	CYP2B6*1, CYP2B6*6	efavirenz	Metabolism/PK	yes	CYP2B6 *6/*6 is associated with increased concentrations of efavirenz in healthy individuals as compared to CYP2B6 *1/*1 + *1/*6.			< 0.05	OR			
1451125741	CYP1A2*1A, CYP1A2*1F	clozapine	Efficacy	no	CYP1A2 *1F is not associated with response to clozapine in people with Schizophrenia as compared to CYP1A2 *1A.			= 0.178				
1449749543	CYP3A5*1, CYP3A5*3	tacrolimus	Metabolism/PK	yes	CYP3A5 *3/*3 is associated with decreased dose of tacrolimus in people with liver transplantation as compared to CYP3A5 *1/*1 + *1/*3.				OR			
982044655	CYP2C9*1, CYP2C9*2, CYP2C9*3	warfarin	Dosage	yes	CYP2C9 *1/*3 is associated with decreased dose of warfarin in patients with heart valve replacement when treated with warfarin as compared to CYP2C9 *1/*1.			= 0.028	Unknown			
1448257090	CYP2C9*1, CYP2C9*3	warfarin	Dosage	yes	CYP2C9 *3/*3 + *1/*3 are associated with decreased dose of warfarin as compared to CYP2C9 *1/*1.			< 0.001	OR			
1449749518	CYP3A5*1, CYP3A5*3	tacrolimus	Metabolism/PK	yes	CYP3A5 *3/*3 is associated with increased dose-adjusted trough concentrations of tacrolimus in people with liver transplantation as compared to CYP3A5 *1/*1 + *1/*3.				OR			
982044677	CYP2C9*2, CYP2C9*3	warfarin	Dosage	yes	CYP2C9 *2/*3 is associated with decreased dose of warfarin in patients with heart valve replacement when treated with warfarin as compared to CYP2C9 *1/*1.			= 0.0	Unknown			
